movie_id,person_id,credit_id,department,job
166426,1384375,59d786ee92514124c500f49e,Visual Effects,Visual Effects Producer
166426,1388865,59d78b40c3a36861df010888,Sound,Sound Effects Editor
166426,1388894,59d638d0c3a368320601209e,Camera,Additional Photography
166426,1390357,59d78818c3a368623e00f0ec,Visual Effects,Visual Effects Supervisor
166426,1391709,59d78cda925141251f00fcea,Art,Art Department Coordinator
166426,1391711,5912994d9251414e8904f309,Art,Art Direction
166426,1392722,59d638af9251417f400121fd,Lighting,Gaffer
166426,1393883,59d6383dc3a3683259010721,Camera,Still Photographer
166426,1394753,59d785d2c3a368622700e4b0,Crew,Visual Effects Editor
166426,1399068,59d6387a9251417f6e01223e,Camera,Underwater Camera
166426,1399071,59d635dd9251417f5c01152f,Camera,Aerial Director of Photography
166426,1399117,59d78b7ec3a36861df0108c9,Sound,Sound Effects Editor
166426,1401109,59d637adc3a36832260116d5,Camera,Steadicam Operator
166426,1401739,59d636a19251417f7f011bea,Lighting,Gaffer
166426,1402036,59d63efcc3a3683217012f67,Editing,Digital Intermediate
166426,1402900,59d6365bc3a368323c0105e3,Camera,Camera Operator
166426,1402914,59d63649c3a3683226011532,Camera,Camera Operator
166426,1403415,59d636079251417f7f011afe,Camera,Aerial Director of Photography
166426,1403488,59d63f19c3a36831dd012d21,Editing,Digital Intermediate
166426,1404214,59d789fd92514124c500f7b0,Sound,ADR Editor
166426,1404739,59d635f29251417f760118b7,Camera,Aerial Director of Photography
166426,1404845,59d786afc3a36861a300ec06,Visual Effects,Visual Effects Producer
166426,1408799,59d78c71c3a368620d00dc9a,Sound,Supervising Sound Editor
166426,1409817,59d63d4e9251417f4001270c,Costume & Make-Up,Hairstylist
166426,1411137,59d636f99251417f4001200e,Lighting,Gaffer
166426,1411522,59d78b01925141251f00facd,Sound,Foley Editor
166426,1412592,59d7879cc3a36861df0104e1,Visual Effects,Visual Effects Producer
166426,1414178,59d78b69c3a36861df0108b6,Sound,Sound Effects Editor
166426,1415464,59d78b10c3a368622700e958,Sound,Foley Editor
166426,1415630,59d787da925141251f00f797,Visual Effects,Visual Effects Supervisor
166426,1417876,59d63f619251417f28011871,Editing,First Assistant Editor
166426,1420157,59d78803925141250500eb15,Visual Effects,Visual Effects Supervisor
166426,1428556,59d636799251417f76011953,Camera,Camera Operator
166426,1435586,59d7876dc3a368620000f6ea,Visual Effects,Visual Effects Producer
166426,1438627,59d4ebd89251414b83018ec0,Directing,Script Supervisor
166426,1438901,55491eb592514104ca0002bf,Art,Conceptual Design
166426,1441806,5912997fc3a36864c604d795,Art,Set Decoration
166426,1442137,591299dfc3a36864ec048bbd,Visual Effects,Animation Supervisor
166426,1448313,59d78b9592514124c500f920,Sound,Sound Effects Editor
166426,1448315,59d7883e92514124eb00ef33,Visual Effects,Visual Effects Supervisor
166426,1448643,59d78a65c3a368620000f9fe,Sound,ADR Supervisor
166426,1454940,59d63b5dc3a3683267012174,Costume & Make-Up,Set Costumer
166426,1458578,59d78a53925141251f00fa2f,Sound,ADR Supervisor
166426,1458872,59d4ebae9251414b450180f4,Directing,Script Supervisor
166426,1460254,59d636319251417f180119c1,Camera,Camera Operator
166426,1463768,59d63959c3a368324a0103f2,Camera,Dolly Grip
166426,1466537,59d4eb4cc3a3684594019531,Production,Casting Associate
166426,1470982,59d4ebf19251414b7f0192b3,Directing,Script Supervisor
166426,1483137,59d7869cc3a36861ec00f22d,Visual Effects,Visual Effects Producer
166426,1530725,59d783e0925141251f00f397,Visual Effects,Animation Supervisor
166426,1530745,59d63f779251417f76012385,Editing,First Assistant Editor
166426,1531526,59d78571c3a368624d00ea87,Visual Effects,VFX Supervisor
166426,1532257,59d63f4b9251417f6e012ab3,Editing,First Assistant Editor
166426,1533054,59d78d60c3a36861a300f303,Art,Property Master
166426,1536210,59d7886ac3a36861a300edc2,Visual Effects,Visual Effects Supervisor
166426,1548931,59d7882a925141252c00ed37,Visual Effects,Visual Effects Supervisor
166426,1559144,59d637639251417f76011a47,Lighting,Rigging Grip
166426,1569342,59d637e6c3a3683206011fa8,Camera,Steadicam Operator
166426,1571002,59d78cc7925141252c00f1ae,Art,Art Department Coordinator
166426,1574095,59d78685c3a368620000f604,Crew,Visual Effects Editor
166426,1580521,59d786c692514124c500f479,Visual Effects,Visual Effects Producer
166426,1585737,59d63da89251417f18012220,Costume & Make-Up,Prosthetic Makeup Artist
166426,1585741,59d63e189251417f5c011ebb,Costume & Make-Up,Prosthetic Makeup Artist
166426,1585744,59d63defc3a3683217012df5,Costume & Make-Up,Prosthetic Makeup Artist
166426,1607513,591298f09251414e8504de44,Production,Executive Producer
166426,1635041,59d639929251417f76011cc5,Camera,Dolly Grip
166426,1644252,59d635c3c3a36832170123e6,Camera,Aerial Camera Technician
166426,1644258,59d7867292514124c900f238,Crew,Visual Effects Editor
166426,1649521,59d785e6925141252c00eaf7,Crew,Visual Effects Editor
166426,1668621,59d4eb73c3a3684594019566,Production,Casting Associate
166426,1669401,59d4eb629251414b5c0198c7,Production,Casting Associate
166426,1685460,59d4ee879251414b450183c1,Crew,Pilot
166426,1721856,59d78428925141252c00e90f,Crew,CG Supervisor
166426,1730519,59d63c64c3a3683259010bd5,Costume & Make-Up,Hair Designer
166426,1730519,59d63cdac3a368323c010d43,Costume & Make-Up,Makeup Designer
166426,1746428,59d6396f9251417f1e012346,Camera,Dolly Grip
166426,1746431,59d639b29251417f18011dc1,Camera,Key Grip
166426,1746432,59d4eb169251414b7f019185,Visual Effects,Animation Supervisor
166426,1746449,59d78944c3a36861a300ee91,Visual Effects,Special Effects Supervisor
166426,1746456,59d63b379251417f18011f70,Costume & Make-Up,Set Costumer
166426,1759741,59d63b14c3a368323c010add,Costume & Make-Up,Key Costumer
166426,1759766,59d6374b9251417f40012067,Lighting,Rigging Grip
166426,1770974,59d63ac3c3a368323c010a78,Costume & Make-Up,Costume Illustrator
166426,1771689,591298c89251414e8004dea4,Production,Associate Producer
166426,1788087,59d63a849251417f6e01249e,Costume & Make-Up,Assistant Costume Designer
166426,1797232,59d7860b92514124cd00f4f7,Crew,Visual Effects Editor
166426,1797237,59d78704c3a368623e00efc6,Visual Effects,Visual Effects Producer
166426,1798508,59d63a72c3a3683206012292,Costume & Make-Up,Assistant Costume Designer
166426,1813773,59129a2b9251414e8904f3a0,Editing,Assistant Editor
166426,1815945,59d640219251417f28011933,Sound,Dialogue Editor
166426,1829978,59d7852392514124c900f0e5,Visual Effects,VFX Editor
166426,1836402,59d4ee1dc3a368456101a3bf,Crew,Marine Coordinator
166426,1855836,59d784dc92514124cd00f3c7,Visual Effects,VFX Director of Photography
166426,1858344,59d4ee089251414b45018344,Crew,Marine Coordinator
166426,1866378,59d4eebec3a368453f018645,Crew,Pilot
166426,1888959,59d639c79251417f5c0119ac,Camera,Key Grip
166426,1899913,59d4eb2bc3a3684572016bad,Visual Effects,Lead Animator
166426,1899919,59d4ec049251414b8b01851e,Crew,Armorer
166426,1899929,59d4eda29251414ba50194cb,Crew,Aerial Coordinator
166426,1900387,59d6370cc3a3683206011ea3,Lighting,Gaffer
166426,1900403,59d639809251417f28011204,Camera,Dolly Grip
166426,1900404,59d639dc9251417f76011d13,Camera,Key Grip
166426,1900405,59d63aa49251417f5c011a94,Costume & Make-Up,Costume Coordinator
166426,1900413,59d63b269251417f6e01256b,Costume & Make-Up,Set Costumer
166426,1900416,59d63b6fc3a368323c010b44,Costume & Make-Up,Set Costumer
166426,1900424,59d63db99251417f1e012883,Costume & Make-Up,Prosthetic Makeup Artist
166426,1900425,59d63ddc9251417f6e0128eb,Costume & Make-Up,Prosthetic Makeup Artist
166426,1900426,59d63e009251417f6e012923,Costume & Make-Up,Prosthetic Makeup Artist
166426,1901042,59d78404c3a36861df0100e1,Crew,CG Supervisor
166426,1901046,59d78456c3a368624d00e980,Visual Effects,2D Supervisor
166426,1901053,59d784fb925141252c00ea2d,Visual Effects,VFX Editor
166426,1901054,59d7853ac3a36861df010254,Visual Effects,VFX Editor
166426,1901055,59d78559c3a368624d00ea72,Visual Effects,VFX Production Coordinator
166426,1901057,59d785fa925141251f00f5db,Crew,Visual Effects Editor
166426,1901060,59d7865c925141251400f590,Crew,Visual Effects Editor
166426,1901062,59d786d9925141251f00f693,Visual Effects,Visual Effects Producer
166426,1901065,59d78731c3a368620000f6b3,Visual Effects,Visual Effects Producer
166426,1901070,59d787edc3a368620000f7b1,Visual Effects,Visual Effects Supervisor
166426,1901083,59d78a83c3a368624d00ef31,Sound,Boom Operator
166426,1901084,59d78a93c3a368620000fa23,Sound,Boom Operator
141052,282,55ef66dbc3a3686f1700a52d,Production,Producer
141052,531,594287cfc3a3686c2c00bc9f,Sound,Music
141052,880,58cf4361c3a36850f302b9ce,Production,Executive Producer
141052,3893,545b5d980e0a261fa9001af9,Writing,Writer
141052,2953,5921ebc5c3a368799b05a733,Production,Casting
141052,3794,583b404f925141546500111f,Writing,Characters
141052,3964,5921ebddc3a368799b05a74c,Art,Production Design
141052,5392,5921ec049251414a7b05e26d,Costume & Make-Up,Costume Design
141052,6051,578ff7f39251411da7002f09,Editing,Editor
141052,12891,59a65223c3a36827560052c9,Writing,Writer
141052,15217,535e68b90e0a264fe10065f1,Directing,Director
141052,15217,55ef66729251412c32004fe9,Writing,Writer
141052,17610,5921ebba9251414ab105ac1f,Production,Casting
141052,20007,583b40729251415462001185,Writing,Characters
141052,20008,583b408ec3a3687bc3001047,Writing,Characters
141052,56827,578ffa419251410c0600064a,Sound,Original Music Composer
141052,66821,5921ead6c3a368723d0608d3,Production,Producer
141052,79242,5921eae3c3a3687a8e05ab46,Production,Executive Producer
141052,79243,55ef66c99251413e3e01c1e4,Production,Producer
141052,78135,5921eb169251414a7b05e1ab,Production,Co-Producer
141052,123292,5921eaf8c3a368799b05a688,Production,Line Producer
141052,131680,5921eb07c3a3687a4b05972c,Production,Executive Producer
141052,131680,545b5daac3a368535d0012e1,Writing,Writer
141052,198034,583b4041925141546200116e,Writing,Characters
141052,211962,56a39423c3a368388e00308a,Production,Executive Producer
141052,1345974,578ff9ed9251410c2800052c,Camera,Director of Photography
141052,1467461,586d071fc3a368038f0081c8,Crew,Special Effects
141052,1821154,5921ec2bc3a3687a4b05981a,Costume & Make-Up,Makeup Artist
284053,105643,56a93fa4c3a36872db001e7a,Writing,Storyboard
284053,87173,551b780b9251414ae6001b7c,Writing,Writer
284053,109542,551b7815c3a3687669001d83,Writing,Writer
284053,55934,562f1e69c3a3681b4d00e370,Directing,Director
284053,8159,59145834c3a36840aa00b6e6,Sound,Supervising Sound Editor
284053,1392718,59145897c3a36842d600ca41,Camera,Still Photographer
284053,1460254,591458acc3a368413900c052,Camera,Camera Operator
284053,1453948,591458d5c3a3683a9300bfca,Visual Effects,Lead Animator
284053,1459754,59145900925141583c00c61e,Visual Effects,Animation
284053,1653682,5914591d925141572300c886,Production,Casting Assistant
284053,403,5793a92b9251410d1200d415,Camera,Director of Photography
284053,5666,57bbb851c3a3686030002a80,Sound,Original Music Composer
284053,1744241,58869994925141115800506b,Writing,Story
284053,18866,58384f20925141318f0249e7,Writing,Comic Book
284053,7624,58384f35c3a36836a3023259,Writing,Comic Book
284053,18876,58384f5ac3a36836a3023278,Writing,Comic Book
284053,579281,58384f84925141319b023777,Writing,Screenplay
284053,113674,58384fbac3a36836a30232ac,Production,Executive Producer
284053,57027,58384fd892514131920251e1,Production,Executive Producer
284053,10850,58384fee925141319e0232b2,Production,Producer
284053,58190,5838500f925141319202520b,Production,Executive Producer
284053,7624,5838505c92514131a4023afd,Production,Executive Producer
284053,7232,58385081925141319802305b,Production,Casting
284053,1198829,5838509e925141319b023847,Production,Casting
284053,1391707,583850c2c3a36836a9024554,Art,Art Direction
284053,72232,583850df92514131a10223af,Art,Art Direction
284053,62484,58385100c3a36836a9024580,Art,Art Direction
284053,1713955,5838510fc3a36836a00206d4,Art,Art Direction
284053,1401784,5838515dc3a36836ae021be9,Crew,Post Production Supervisor
284053,1713958,5838517f925141319b0238cb,Crew,Post Production Supervisor
284053,1358031,58385202925141318f024c19,Visual Effects,Animation
284053,1793535,58ec1076925141354c054006,Production,Associate Producer
284053,1256726,58ec10afc3a3687302086954,Production,Executive Producer
284053,225628,5914563ec3a368426900cc9d,Editing,Editor
284053,1373,59145687c3a368423c00c588,Art,Production Design
284053,62745,5914569ac3a368413900bef1,Art,Set Decoration
284053,17675,591456a5925141061e004401,Costume & Make-Up,Costume Design
284053,1607637,591456c0c3a3683fb600bb72,Costume & Make-Up,Makeup Designer
284053,119182,591456df925141572300c6f6,Costume & Make-Up,Makeup Supervisor
284053,1412734,591456f9c3a368413900bf37,Production,Unit Production Manager
284053,1401784,59145713c3a36842d600c8fd,Production,Production Supervisor
284053,1412753,59145726925141583c00c4cd,Production,Assistant Production Manager
284053,1711214,5914573792514159c100c0b8,Directing,First Assistant Director
284053,70500,5914574892514159c100c0c6,Directing,Assistant Director
284053,11354,59145764c3a3683fb600bbe2,Directing,Second Assistant Director
284053,1360093,59145772c3a368413900bf9b,Art,Set Designer
284053,1185778,5914578ac3a368426900cd8b,Art,Set Designer
284053,1814579,5914579ac3a36840aa00b68a,Art,Set Designer
284053,1726885,591457ae925141061e0044e9,Art,Set Designer
284053,1391713,591457cac3a36840aa00b6ab,Art,Set Designer
284053,1411509,591457d5925141061e004508,Art,Set Designer
284053,3504,591457ec92514105da004289,Sound,Sound Designer
284053,1406872,59145800c3a368413900bffa,Sound,Sound
284053,16344,59145819c3a368413900c00b,Sound,Supervising Sound Editor
284053,1543191,5914592bc3a368413900c0cf,Production,Casting Associate
284053,1653683,5914593e925141061e004619,Production,Casting Associate
284053,1814581,5914595ac3a36842c100caea,Editing,Assistant Editor
284053,1700118,59145967925141583c00c67e,Editing,Assistant Editor
284053,1814582,591459c8925141061e004686,Editing,Assistant Editor
283995,1408316,59171547925141583c0315a6,Sound,ADR Supervisor
283995,1815944,591715919251415852032523,Sound,Boom Operator
283995,1327030,59171698c3a368371b022f3a,Sound,Sound Re-Recording Mixer
283995,58194,5788499f9251410fbb002349,Editing,Editor
283995,1722,578849aec3a36839190042e5,Editing,Editor
283995,15218,53d55cd10e0a262838004811,Directing,Director
283995,15218,53d55ce40e0a26284a004645,Writing,Writer
283995,15221,562a79539251412845002630,Sound,Music
283995,145170,569445bfc3a3680ea800054f,Writing,Comic Book
283995,1352034,569445cb9251414b640004aa,Writing,Comic Book
283995,10850,569445e1c3a3680e9f000494,Production,Producer
283995,23422,569445eec3a3680eac000521,Camera,Director of Photography
283995,15351,56944601c3a3680ea60004af,Art,Production Design
283995,1322017,569446109251414b740004b2,Art,Art Direction
283995,1349452,56944623c3a3680ea3000534,Production,Co-Producer
283995,57027,56c56033c3a3680d41001cf8,Production,Executive Producer
283995,7624,56c5603c9251412458001c89,Production,Executive Producer
283995,113674,56c5604ac3a3680d49001db1,Production,Executive Producer
283995,1582747,56cf20109251413e6d00293a,Production,Executive Producer
283995,1154553,56cf20329251413e6800296c,Production,Executive Producer
283995,1718579,584563b7c3a36847220157de,Production,Associate Producer
283995,1645447,584563e1c3a3684903001915,Production,Executive Producer
283995,1718580,58456426c3a36844df017155,Editing,Editor
283995,1722,58456435c3a36846640168af,Editing,Editorial Manager
283995,7232,5845644bc3a368481301537e,Production,Casting
283995,7237,58456463925141042b001e26,Art,Set Decoration
283995,10970,58456479c3a368481301539d,Costume & Make-Up,Costume Design
283995,1326651,59163037c3a368423c024daa,Art,Art Direction
283995,1182906,5916304dc3a3683a930236a3,Art,Art Direction
283995,1192526,5916305f92514157230250cf,Art,Art Direction
283995,1465618,59163074c3a3683a930236b8,Art,Art Direction
283995,1271735,59163084925141583c024347,Art,Art Direction
283995,9639,59163098c3a36840aa021bc1,Art,Art Direction
283995,1403430,591630ebc3a36842d6025682,Art,Art Department Coordinator
283995,1680435,5916312bc3a36842c1025799,Art,Assistant Art Director
283995,1653680,591631bd92514159c1023b55,Art,Assistant Art Director
283995,1815571,591631db92514159c1023b63,Art,Assistant Art Director
283995,1335873,59163225c3a3683a930237de,Art,Conceptual Design
283995,1378162,5916325d9251415852024f62,Art,Construction Coordinator
283995,1004624,5916327e9251415852024f70,Art,Property Master
283995,66491,5916329ac3a36840aa021cf6,Art,Supervising Art Director
283995,1345611,59163336925141580d024a0d,Production,Casting
283995,1345610,59163347925141583c024556,Production,Casting
283995,1543191,59163358925141583c024569,Production,Casting Associate
283995,230436,59163383c3a36842d6025878,Production,ADR Voice Casting
283995,1547667,591633e1c3a368423c025056,Sound,Music Editor
283995,15225,591633f9c3a36840aa021e12,Sound,Music Editor
283995,24192,59163417c3a368423c025082,Sound,Music Supervisor
283995,1590392,5916dce292514156f502fe44,Costume & Make-Up,Assistant Costume Designer
283995,11106,5916dcfec3a3683a9302d3a3,Costume & Make-Up,Assistant Costume Designer
283995,1319825,5916dd16c3a36842d602ffce,Costume & Make-Up,Costume Supervisor
283995,1400085,5916dd77925141585202f740,Costume & Make-Up,Ager/Dyer
283995,1815813,5916dd87c3a36842d6030043,Costume & Make-Up,Ager/Dyer
283995,1815814,5916dda0c3a36842c102ff41,Costume & Make-Up,Costume Coordinator
283995,1619081,5916ddc3c3a368423c02f534,Costume & Make-Up,Key Costumer
283995,1330856,5916ddd3925141583c02e8be,Costume & Make-Up,Key Costumer
283995,1815816,5916dde5925141572302fae6,Costume & Make-Up,Key Costumer
283995,1377134,5916ddfe925141583c02e8eb,Costume & Make-Up,Key Costumer
283995,1755689,5916de28c3a36842d60300c1,Costume & Make-Up,Ager/Dyer
283995,1815819,5916de4e92514156f502ff3e,Costume & Make-Up,Seamstress
283995,1345613,5916de6f92514156f502ff63,Costume & Make-Up,Key Set Costumer
283995,1387256,5916de86c3a36842d60300fe,Costume & Make-Up,Set Costumer
283995,1580964,5916de9cc3a368371b020020,Costume & Make-Up,Set Costumer
283995,1573015,5916deaec3a368371b020030,Costume & Make-Up,Set Costumer
283995,1815820,5916dec7c3a36840aa02b42e,Costume & Make-Up,Set Costumer
283995,91122,5916df42c3a368423c02f64a,Camera,Aerial Director of Photography
283995,1760559,5916df61c3a36840aa02b496,Camera,Aerial Camera
283995,1463718,5916df7cc3a3683fb602c630,Camera,Aerial Camera Technician
283995,222447,5916dfa8c3a36840aa02b4d5,Camera,Camera Operator
283995,1403412,5916dfe6c3a36842c10300e4,Lighting,Gaffer
283995,1815822,5916dffac3a36842690312a6,Lighting,Gaffer
283995,1439108,5916e014c3a36842d6030207,Lighting,Rigging Gaffer
283995,1760561,5916e038925141061e02795a,Crew,Drone Operator
283995,1736214,5916e090c3a368371b020183,Camera,Dolly Grip
283995,1815823,5916e0d6925141585202f99a,Crew,Techno Crane Operator
283995,1815824,5916e109c3a3684269031352,Camera,Key Grip
283995,1738169,5916e11ac3a3683a9302d69f,Camera,Key Grip
283995,1424894,5916e244c3a3683fb602c80b,Costume & Make-Up,Hair Department Head
283995,1403389,5916e270c3a36842d60303be,Costume & Make-Up,Key Hair Stylist
283995,1815825,5916e280c3a368423c02f897,Costume & Make-Up,Key Hair Stylist
283995,1414541,5916e2a9925141580d02f0f3,Costume & Make-Up,Key Makeup Artist
283995,1329417,5916e2f5c3a368423c02f8f7,Costume & Make-Up,Makeup Department Head
283995,155416,5916e346925141583c02eca3,Costume & Make-Up,Prosthetic Makeup Artist
283995,1815828,5916e35ac3a3683fb602c8cb,Costume & Make-Up,Prosthetic Makeup Artist
283995,1815826,5916e37092514159c102e272,Costume & Make-Up,Prosthetic Makeup Artist
283995,1815918,59170d87c3a368371b0227b0,Visual Effects,3D Generalist
283995,1815919,59170da2925141572303235e,Visual Effects,3D Generalist
283995,1815920,59170dd9925141583c030fe3,Visual Effects,3D Generalist
283995,1815922,59170def925141580d031591,Visual Effects,3D Generalist
283995,1815923,59170e68c3a36842d6032a50,Visual Effects,Animation Supervisor
283995,1590405,59170f16c3a3683fb602eb09,Visual Effects,Animation Supervisor
283995,1660719,59170fc6c3a3683fb602eb9c,Visual Effects,Animation Director
283995,1660720,59170fe592514156f503294b,Visual Effects,Animation Director
283995,1774214,5917107892514105da028d0f,Visual Effects,Creature Technical Director
283995,1746434,5917108f9251415723032570,Visual Effects,Creature Technical Director
283995,1746435,591710a1c3a36842d6032c18,Visual Effects,Creature Technical Director
283995,1402903,5917111392514105da028d91,Visual Effects,Lead Animator
283995,1815935,5917113bc3a36842d6032cc0,Visual Effects,Lead Animator
283995,1381060,5917115192514159c10307da,Visual Effects,Lead Animator
283995,1483226,5917116c9251415723032638,Visual Effects,Lead Animator
283995,15356,5917124ec3a368371b022bb1,Visual Effects,Special Effects Supervisor
283995,1720806,5917128cc3a36840aa02dc20,Crew,Special Effects Coordinator
283995,1815937,591712ca925141585203231c,Visual Effects,Pre-Visualization Supervisor
283995,1457930,591712f3c3a3684269033eeb,Visual Effects,Pre-Visualization Supervisor
283995,1461629,59171379c3a36842c1032daf,Visual Effects,VFX Editor
283995,1815938,5917138e92514157230327d5,Visual Effects,VFX Editor
283995,1815939,591713a392514157230327e3,Visual Effects,VFX Editor
283995,1483136,591713d7c3a3683fb602eed3,Visual Effects,VFX Production Coordinator
283995,1379986,59171409925141061e02a48e,Visual Effects,VFX Supervisor
283995,1637390,59171420c3a368371b022d25,Visual Effects,VFX Supervisor
283995,1550775,5917145092514156f5032c86,Crew,Visual Effects Editor
283995,1439735,59171461c3a3683fb602ef44,Crew,Visual Effects Editor
283995,1417885,5917147292514105da029016,Crew,Visual Effects Editor
283995,1399866,5917148a925141583c03150c,Crew,Visual Effects Editor
283995,1815940,5917149ec3a3683a930300de,Crew,Visual Effects Editor
283995,1388864,591714ee925141583c03155a,Editing,Dialogue Editor
283995,1388864,591714f8925141583c031563,Sound,ADR Editor
283995,1377221,59171562925141572303292b,Sound,Boom Operator
283995,1741755,59171577c3a368371b022e4a,Sound,Boom Operator
283995,80827,591715af925141583c0315fd,Sound,Foley
283995,1546875,591715c6c3a368426903413e,Sound,Foley
283995,1815945,591715ebc3a368423c032429,Sound,First Assistant Sound Editor
283995,1235786,59171608c3a368426903416e,Sound,Sound Designer
